Object ID,Track name,Description,Difficulty,Completion time,Has alerts,URL to thumbnail,URL to webpage,Date loaded to GIS,x,y
705004,Mount Somers Track,"Mount Somers Track links the popular Pinnacles and Woolshed Creek huts. There are impressive rock formations, historic mines and stunning views.",Intermediate,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ee248d7be82642ae9c543b98f5f8e3de.jpg,https://www.doc.govt.nz/link/19b3d7cfcab446dc95326eb730c51174.aspx,12/2/2025 8:31:27 AM,1468212.23989975,5170466.74080113
705005,Mount Somers summit hike,Climb to the summit of Mount Somers for 360 degrees views.,Advanced,3 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8323deab52c04e8bab39536a38badfed.aspx,https://www.doc.govt.nz/link/f095c135e3064091a3c59dbb426d3953.aspx,12/2/2025 8:31:26 AM,1470834.10059978,5167745.27120113
705006,Mount Shrimpton Track,"A good, steep bush walk to the uplands of the McKerrow Range. Great views of the Makarora Valley below and the alps beyond.",Advanced,5 hr return to bush edge,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/840994242ba648f59b19649a58195310.jpg,https://www.doc.govt.nz/link/2ddd4d15a7494533b357bc8cc1443a6f.aspx,12/2/2025 8:31:26 AM,1300061.18948264,5095184.75156438
705007,Mount Robert Circuit,"This loop track around the northern face of Pourangahau/Mount
Robert offers spectacular views over Lake Rotoiti that will keep even kids entertained. It can be enjoyed as a day or overnight walk.",Advanced,5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fcd6b90b9e95418380db1e212d6e7930.aspx,https://www.doc.govt.nz/link/1376542193f241c884716ace903cf85d.aspx,12/2/2025 8:31:26 AM,1585135.4759,5369430.71240098
705008,Mount Manaia Track,A steep climb through regenerating native bush to the summit of Mount Manaia rewards you with breath-taking views of the dramatic entrance to Whangārei-Terenga-Paraoa (Whangārei Harbour).,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3a8534c1aca24d46a1e0afcc6e2c1e0b.aspx,https://www.doc.govt.nz/link/e396890eaa6940f68d016d06d4375b3d.aspx,12/2/2025 8:31:26 AM,1736977.90310023,6034909.79650042
705009,Mount Hikurangi - Te Ara ki Hikurangi,"Visit the sacred mountain of Ngāti Porou, the highest non-volcanic mountain in the North Island. You need backcountry experience to walk up Hikurangi Maunga track.",Expert,7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cb3e745cf8ef4983b5e3809326f35b60.aspx,https://www.doc.govt.nz/link/e3995b94838b4a64aab3f63c29f5de9b.aspx,12/2/2025 8:31:26 AM,2044550.99605185,5791957.83830497
705010,Mount Fox Route,Mount Fox Route is just 3 km south of the town of Fox Glacier. The challenging climb to the top is only suitable for experienced and properly equipped trampers.,Expert,8 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0498390bcdf046438f9ee035ffdd51fd.jpg,https://www.doc.govt.nz/link/9c89b75639ec43eebe20f2ead56c544b.aspx,12/2/2025 8:31:26 AM,1357221.27019396,5180132.1348115
705011,Mount Damper to Te Rerepahupahu Falls track,This track to Te Rerepahupahu Falls is recommended for fit and experienced trampers only. ,Advanced,7 hr 30 min - 9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2b0b45ee6513441199e4e8f395c55d39.jpg,https://www.doc.govt.nz/link/20068ff14473455fa18fcfd9077c7122.aspx,12/2/2025 8:31:26 AM,1758616.18160058,5691339.97940093
705012,Brewster Track,"The track starts on State Highway 6, crosses the unbridged Haast River, and climbs steadily through beech forest to the bush line. The track ends at Brewster Hut.",Advanced,6 – 8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f8a50c2de8e34821a89ef45a2b01c4c9.aspx,https://www.doc.govt.nz/link/55555cb0aad9434897f1ea29605c242a.aspx,12/2/2025 8:31:25 AM,1311460.64728554,5112469.03114646
705013,Mount Adams Route,"Mount Adams sits proudly on the edge of the Adams Wilderness Area in the Southern Alps/Kā Tiritiri o te Moana, and is a focal point for travellers along State Highway 6 from Lake Ianthe to Lake Wahapo.",Expert,2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ace2e8d385564924a09a76a159628829.jpg,https://www.doc.govt.nz/link/b7d5993e8af342cfb5afc4f8ae9827ad.aspx,12/2/2025 8:31:25 AM,1394386.53969748,5208714.0313037
705014,Motutara Recreation Reserve Walk,The Motutara Recreation Reserve lies halfway between Russell and Whangārei. At the reserve you’ll find several small beaches and some good fishing and diving spots.,Easy,1 hr 40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1f9e9ce80dea4179bb57d88540ad684c.aspx,https://www.doc.govt.nz/link/bfd8ef572fb94fe8ae5391b7e2d40458.aspx,12/2/2025 8:31:25 AM,1733497.3985002,6069236.41760037
705015,Motutapu Walkway,The Motutapu Walkway takes you from Islington Bay on Rangitoto Island across the causeway to Home Bay and Emu Bay on Motutapu Island. ,Expert,Various: 1 - 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b05a71b2c2c04c78bdb1fbf2255b4fda.jpg,https://www.doc.govt.nz/link/3a433d27d178434db575a86b69ffea19.aspx,12/2/2025 8:31:25 AM,1770796.76760079,5927520.39810079
705016,Moturua Island Track,This track goes right around Moturua Island. You can join the track at any of the main beaches and walk through open grassy areas and along cool shady stretches beneath the regenerating coastal forest trees.,Easy,2.5 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/04d240476c8a4df1b68feb9ff2937e4d.aspx,https://www.doc.govt.nz/link/c64f8cc19ea54a809e862582519433bc.aspx,12/2/2025 8:31:25 AM,1708364.31500007,6102187.7014003
705017,Motuora Island walks,"Motuora is a small island with walks of up to two hours. Walk to the northern end of the island or to Still Bay, a perfect place for a picnic.",Easy,1 - 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2645d7034c5342a0ae281e44a6aa2834.jpg,https://www.doc.govt.nz/link/9f797e0c4e1f45178d783218586530ef.aspx,12/2/2025 8:31:25 AM,1760413.23030055,5958297.70100063
705018,Motukawanui Island Track ,"Enjoy outstanding views of Mahinepua Peninsula, Matauri Bay and other forested islands of the Cavalli group from this walk along the ridge tops.",Easy,1 hr 50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0fe1cbdb3a294d549c83b17a49666914.jpg,https://www.doc.govt.nz/link/9b3ef6a5aa8946aabbbeb0dbef02ae94.aspx,12/2/2025 8:31:24 AM,1686090.20740002,6126475.51370027
705019,Motatapu Track,The Motatapu Track follows much of an historic route that linked the Wānaka and Arrowtown areas. It's a demanding alpine tramp for experienced parties. This track is part of Te Araroa Trail.,Advanced,3 - 4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/11830bcd9f83485fad37a8067dbb25ef.jpg,https://www.doc.govt.nz/link/8923660719b645638a2a8f4db9968baa.aspx,12/2/2025 8:31:24 AM,1275437.87517593,5032773.58773009
705020,Morepork Track,Follow an old logging road over inland ridges through the Kaiikanui Forest.,Advanced,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/338b2a63330749edb5d3ac1dd7c06ae7.aspx,12/2/2025 8:31:24 AM,1726603.21730015,6073612.11390035
705021,Moraine Walk,"Explore old moraine surfaces on this easy, short walk, south of Fox Glacier township.",Easiest,1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/42e9b83048384513b9ceb0433ff82533.aspx,https://www.doc.govt.nz/link/c1b240bc95714771ba583d6f7670dace.aspx,12/2/2025 8:31:24 AM,1359349.21569423,5181088.29491077
705022,Moraine Creek Route,This challenging tramping route leads up the Moraine Creek from the Hollyford Road to beautiful Lake Adelaide in an impressive glacial basin. ,Expert,"7-9 hr to lake, 9-11 hr to bivvy rock",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bef6cb3380d64f0cae3e6dab0bfc00d7.aspx,https://www.doc.govt.nz/link/6dfee911d02042039ebc820dd2cb72d1.aspx,12/2/2025 8:31:24 AM,1212124.4460547,5038598.71773682
705023,Moonlight Pack Track,"The Moonlight Pack Track offers the opportunity to see reminders of the gold mining history of the area, and to walk through West Coast native beech forest.",Easy,2 - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c5c182aa03c940c5ab4808da3ea3ab0f.aspx,https://www.doc.govt.nz/link/7aa5e7a43db24091bd9c979cfab43656.aspx,12/2/2025 8:31:24 AM,1470162.51049978,5320126.66530106
705024,Monument Track,"This is a short but challenging tramping track from Hope Arm in Lake Manapouri up to the summit of The Monument, with great lake views in good weather.",Advanced,1.5 - 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/03cb6d1a7b174967a8b2abac8725c560.jpg,https://www.doc.govt.nz/link/333d0d28c67644f19adfaff2d6f81bfe.aspx,12/2/2025 8:31:23 AM,1174199.24377771,4938687.28169047
705025,Monckton Walkway,"Enjoy a short walk through native forest rich in kahikatea, tōtara, beech, mataī, tawa and kōwhai in Monckton Scenic Reserve.",Easy,1 hr 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/05aa50d4d3004629b79038e10aa80652.jpg,https://www.doc.govt.nz/link/cfeae5f2c8a249798fd2aa79435b8a0b.aspx,12/2/2025 8:31:23 AM,1880377.78231283,5571015.50692246
705026,Moke Lake Loop Track,This popular walk takes you on a loop around the lake. Superb views are on offer as you travel through grassland surrounded by mountains.,Easy,2-3 hr loop,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/41fe60963fc64f57998139e440e9cc07.aspx,https://www.doc.govt.nz/link/118c89c259ca4c2186fd43fd230e41b1.aspx,12/2/2025 8:31:23 AM,1250618.40206853,5006969.02284204
705027,Mohi Bush Track,"Explore Mohi Bush Scenic Reserve and see if you can spot the tiny rifleman, New Zealand's smallest bird. This is one of the few places it is found outside of forest parks in Hawke's Bay.",Easy,30 min/1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/28eae4a4fcbc48b0b7441fbc48d32975.jpg,https://www.doc.govt.nz/link/0eaa5798beb44cb19c9369c0d53a9ee5.aspx,12/2/2025 8:31:23 AM,1933932.54593295,5580782.00108784
705028,Moerangi Track,This shared-use track includes an overnight stop at an historic hut and amazing views from the top of the Moerangi saddle (955 m). Listen for the piercing calls of kiwi at night.,Intermediate,3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dc8720b664c14547b81e626f861eb82c.aspx,https://www.doc.govt.nz/link/fee352fc1c724846b03b2f80f97db391.aspx,12/2/2025 8:31:23 AM,1924014.69312777,5706173.7860612
705029,Moeraki Valley Track,The Moeraki Valley offers good tramping for the fit and experienced. The U-shaped valley is typical of those carved out by glaciers during repeated glacial periods.  ,"Advanced, Expert",2+ days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3fbf7fcb0aff4c168f167d9ba3102f2b.jpg,https://www.doc.govt.nz/link/fde05f79debb43fd89948f6730beacbe.aspx,12/2/2025 8:31:23 AM,1308802.97008473,5143511.23834811
705030,Moeraki Boulders/Kaihinaki Walk,"Take a walk to the Moeraki Boulders/Kaihinaki – geological marvels, exposed by erosion of sedimentary rocks laid down from 65 to 13 million years ago.",Easiest,10 mins,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c6454c2396ea4f678e4b3a741a6b84c5.jpg,https://www.doc.govt.nz/link/f536dd554d9b43a89bdd689fa02d2397.aspx,12/2/2025 8:31:22 AM,1429700.94489905,4976201.41780185
705031,Koranga Tawa Loop Track,This loop track provides options for an overnight tramp with children or a multi-day tramp with river walking sections.,Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/01410790e52d4b67b7d857ffbe62ff8c.aspx,https://www.doc.govt.nz/link/6bcb85cddc4b4fc29c7265b20baf6cae.aspx,12/2/2025 8:31:22 AM,1973545.16716011,5739571.06208397
705032,Mistake Creek Track,This difficult tramping track leads from the Milford Road and up the Mistake Creek Valley through beech forest to the river flats. ,Advanced,3 hr to bush edge,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/711307a32bdc4b6291c5d743f6ba4d2b.aspx,https://www.doc.govt.nz/link/e78669a33777416f95618bcaad48cdd6.aspx,12/2/2025 8:31:22 AM,1208762.09405622,5016690.98389151
705033,Minnehaha Walk,This delightful short walk follows a stream through the rainforest - it's a great introduction to the forest for children with the added bonus of glow worms at night. It's suitable for wheelchairs and buggies.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ecd99f6686494f59a2db0e1b66b0a175.aspx,https://www.doc.govt.nz/link/0b244bcebac84aad8661af975e1a9a09.aspx,12/2/2025 8:31:22 AM,1358785.04809416,5182797.75951093
705034,Minaret Burn Track,"This walk passes through native forest and bush, crossing burns (streams) and giving access to Lake Wānaka itself. This track is suitable for walking, mountain biking and horse riding.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5a265b195f0a4c2ea5ece5cacd0c0536.jpg,https://www.doc.govt.nz/link/986e18290545415bbc6cae32f497708c.aspx,12/2/2025 8:31:22 AM,1285755.67167877,5059045.61039736
705035,Milford Sound Lookout Track,"Enjoy impressive views of stunning Milford Sound from a lookout on this short, easy walking track.",Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3b8676d8c86c408c95bd5e6d81e7c1ca.aspx,https://www.doc.govt.nz/link/75e00bdb29b04659b2e7e58594dfeabb.aspx,12/2/2025 8:31:21 AM,1197825.11345147,5040842.19761554
705036,Milford Foreshore Walk,"Wander through beech forest and along the sandy foreshore of Milford Sound, and enjoy fabulous views of Mitre Peak - it's an easy, short walk that's great for kids.
",Easiest,30 m,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f22595af63dc4f70974f6e9b65e01a59.jpg,https://www.doc.govt.nz/link/c498383fdfa34feabd10bd25b07bd0dd.aspx,12/2/2025 8:31:21 AM,1197572.61015141,5041018.01961899
705037,Middle Ridge Track,This walking track links up with two popular tracks within Catchpool Valley. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/048b6acd789745dabd408bce126b658b.jpg,https://www.doc.govt.nz/link/607efadad5d3482683b198ef92dc2d49.aspx,12/2/2025 8:31:21 AM,1761809.65370069,5420929.16080125
705038,McLean Falls Walk,Walk to the spectacular McLean Falls though a variety of forest and shrub types.,Easiest,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5b41f5feca1c412c9f1817a0fe9d7066.jpg,https://www.doc.govt.nz/link/5871c86af7f14de0be4493cb950cba9f.aspx,12/2/2025 8:31:21 AM,1320228.75948911,4835960.25425176
705039,McKinnon Hut Track,"Perched on the northern end of the Hikurangi Range in Ruahine Forest Park, McKinnon Hut is accessed via a long ridge climbing up from the Kawhatau Valley. Stay a night and return the same way.",Advanced,8 - 10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/3ae99894811649ecb21577dba32f50e6.aspx,12/2/2025 8:31:21 AM,1861505.66610875,5593510.33401291
705040,Mavora - Greenstone Walkway,"This is a 50 km, four day tramping trip, linking the Mavora Lakes Camping Area with the Greenstone Track. It passes through open valley tussock land and beech forested hill country. This track is part of Te Araroa Trail.",Advanced,4 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6fe318869a2f4d3ca43c42dce3a6487e.jpg,https://www.doc.govt.nz/link/78b3987c2a754d88b5122593de6b6085.aspx,12/2/2025 8:31:21 AM,1225462.23636107,5005040.78442327
705041,Maunganui Bluff Track,Climb up and over an ancient volcanic crater for some of the best views in the region - pass through some pristine coastal vegetation dominated by Pohutukawa.,"Easy, Advanced",1 hr 30 min to Maunganui Bluff | 5 hr to Waikara B,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5462c8f2368d4be482a936e8c5f3e45a.jpg,https://www.doc.govt.nz/link/09b55e095ab54723b1a08df9e60731ee.aspx,12/2/2025 8:31:21 AM,1650830.5775,6043282.29480036
705042,Matiu/Somes Island gun emplacements track,"Walk to the top of Matiu/Somes Island, to see gun emplacements built during World War II and enjoy 360 degree views. ",Easy,30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8b56dea1d7724ef1a7d70ba21c2d86cb.jpg,https://www.doc.govt.nz/link/a0b41ac4285b4da0bddb300e92b4b188.aspx,12/2/2025 8:31:20 AM,1756325.95250057,5430783.31220117
705043,Upper Matiri Valley and 1000 Acre Plateau tramping tracks,From Lake Matiri you can do tramps to the upper Matiri Valley and 1000 Acre Plateau.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4de7bed6f624d7bbebb9cf9548d0685.jpg,https://www.doc.govt.nz/link/8e29e5dc63474c6db4dbdad4def9638b.aspx,12/2/2025 8:31:20 AM,1546037.9976,5392250.58990096
705044,Matemateāonga Track,Walk deep into the wilderness of the Whanganui National Park on old Māori trail and settlers’ dray road. Shorter day and overnight opportunities are also available.,Advanced,3 - 5 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/ec8dff1ff26d43e4b21d4b68e48ea4bc.aspx,12/2/2025 8:31:20 AM,1757122.49280056,5646715.63040096
705045,Matamataharakeke Track,Part of the original Waikawau to Kennedy Bay route used by gold miners and loggers. It goes up the main ridge past a series of lookouts giving views over bush covered hills to coast and islands. ,Advanced,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/665785a9ec5b4451bf9e5704ca343d06.jpg,https://www.doc.govt.nz/link/d1783a0ebedb47f8af85811bed836053.aspx,12/2/2025 8:31:20 AM,1827066.50390366,5944214.36190332
705046,Matai Falls Walk,Walk to the Matai Falls through regenerating podocarp and broadleaf forest.,Easiest,40 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/94847318536f49068041a3e43bde8d02.jpg,https://www.doc.govt.nz/link/c1a52fc27cf042abb31b7baf080b410f.aspx,12/2/2025 8:31:20 AM,1330476.15019073,4843998.49293822
705047,Masters Shelter to Golden Crown Ridge,The Golden Crown Ridge Track begins behind Masters Shelter. The 2-3 hour walk climbs around a series of rocky knolls before continuing steeply upwards through beech forest to the top of the range.,Advanced,2 - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/762d0479471f41c5b720e0f85177c737.jpg,https://www.doc.govt.nz/link/cdcd3e44fc3c4cecb0995f99407c36e5.aspx,12/2/2025 8:31:20 AM,1883569.62111358,5608184.73612363
705048,Martins Bay Track,Walk along open grassy terrances and through low coastal scrub to the shoreline of the inner Hokianga Harbour.,Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ca3d7dc5c4de45a2b3f8ff480c113b13.aspx,https://www.doc.govt.nz/link/64a4ba6691b04c579abe000ece3edd2b.aspx,12/2/2025 8:31:19 AM,1633648.9687,6067407.35540034
705049,Maratoto - Wentworth Crossing ,Experienced trampers can cross from Maratoto to Wentworth.,Advanced,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/10d81c795e2b46a38d1b44e812920091.aspx,https://www.doc.govt.nz/link/8ca87c6cad764b5abea048894e3aabc4.aspx,12/2/2025 8:31:19 AM,1846579.8575059,5872552.4170064
705050,Maratoto - Golden Cross Track,The track from Maratoto to Golden Cross takes you past an old mining area and a regenerating broadleaf/hardwood forest. ,Advanced,1 hr 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8be7e68e194a4a06a905c858a5510282.jpg,https://www.doc.govt.nz/link/c1e7922bd56f4d199a0445269f5e1e19.aspx,12/2/2025 8:31:19 AM,1845040.55550572,5866719.82080615
705051,Mapoutahi Track,Walk to Mapoutahi Pā along a sandy beach in Purakaunui Bay.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/162d1344979140f9ac4363ed4cd042bf.aspx,https://www.doc.govt.nz/link/8a574167c51441a1a3518e979111798e.aspx,12/2/2025 8:31:19 AM,1414554.99959852,4932575.2036027
705052,Manuka Bay Lookout Track,"This track hugs the coastline and provides sea views, lush forest and a number of landscape features.",Intermediate,1 hr 45 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a199021168c541049fcc7c5497bab00a.aspx,https://www.doc.govt.nz/link/beefcdce15d5405691c9cf30453003fd.aspx,12/2/2025 8:31:19 AM,1624597.6668,5250991.59730103
705053,Manginangina Kauri Walk,"Kids of all ages will be in awe of the towering kauri trees on this easy, short walk - the boardwalk allows for buggies. ",Easiest,15 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/32eaf1d4986f464a9d698625908c73d3.jpg,https://www.doc.govt.nz/link/3d66dd72e07d4633b33789175cd2bd85.aspx,12/2/2025 8:31:19 AM,1672809.25130001,6104613.71280029
705054,Mangawhai Cliffs Walkway,This walk goes from the shoreline to the clifftops. You'll get to see remarkable views up and down the coast and to off-shore islands. This track is part of Te Araroa Trail.,Easy,2-3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1a875f03640945d594346bf02f36d3f2.aspx,https://www.doc.govt.nz/link/1fd94b89550440b08b6f19f6e0dffd28.aspx,12/2/2025 8:31:19 AM,1743208.2063003,6007994.54020047
705055,Mangaweka Scenic Reserve Track,Enjoy great views over the Rangitikei River terraces on this short loop walk.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/359f586c76c84444bcf78eef45fff611.jpg,https://www.doc.govt.nz/link/076d45270ca649a5bad213eadaf2b1fb.aspx,12/2/2025 8:31:18 AM,1838182.52880527,5589693.26100656
705056,Mangatoa Track,"Crossing the beautiful Herangi Range, this alternative track leads to Leitch's Hut.",Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/c39d2d5c47c742f68d50771370143319.aspx,12/2/2025 8:31:18 AM,1752488.93090046,5744931.06210082
705057,Mangapumarumaru Track,"This strenuous 4 hour track starts in the Waioweka Gorge, 23km south of Ōpōtiki.",Advanced,3 - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/a56307ae11c24136b34426b49eb5685e.aspx,12/2/2025 8:31:18 AM,1977365.87356346,5766519.3365946
705058,Mangaotaki Walk,Discover towering kahikatea on this short loop walk.,Easy,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/35b27058aa804a0e98d82d6713669fd1.aspx,https://www.doc.govt.nz/link/b61e3faecaaf4731aa02e5f19cc4bdca.aspx,12/2/2025 8:31:18 AM,1768744.81330079,5741661.243301
705059,Mangaone Caves Track,"Mangaone Caves are open access and have limestone features like stalactites, stalagmites and calcite wall coverings.",Easy,25 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a6e9d1e3a47b4f0d8ddb2422c3770fc3.aspx,https://www.doc.govt.nz/link/c26d723b097b4412b2216e2400c0f47c.aspx,12/2/2025 8:31:18 AM,2008948.84839669,5673748.59680393
705060,Mangamuka Track,"Mangamuka Track is a backcountry track through scenic Raetea Forest, best suited for experienced trampers. This track is part of Te Araroa Trail.",Advanced,9-10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7b234353bb7e4ba19c3e3c35dd00bd46.jpg,https://www.doc.govt.nz/link/2f54786d87674f73999f38a8f7044de2.aspx,12/2/2025 8:31:18 AM,1638671.1343,6103411.53900029
705061,Mangakawa Track,Follow the Mangakawa Stream with views of waterfalls and small gorges.,Advanced,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ff3c2d63d60e4019bdb9735021046cb4.jpg,https://www.doc.govt.nz/link/38981f6df5334f44a02820b19da447ed.aspx,12/2/2025 8:31:17 AM,2015857.85250539,5673923.32486182
705062,Mangakara Nature Walk,This loop walk passes through ancient forest with towering trees and a beautiful stream - with interpretation signs as well this is a great option for children.,Easiest,1 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/02407c7c24834d26819029017a02b4cb.jpg,https://www.doc.govt.nz/link/e27df73665284335b61604f08630920b.aspx,12/2/2025 8:31:17 AM,1788747.83970142,5795492.57020136
705063,Mangahao Makahika Track,"The Mangahao Makahika Track connects Burtton's Track, which lies between Palmerston North and Shannon, with the Arapaepae Lookout Trail near Levin. This track is part of Te Araroa Trail.",Advanced,"6 - 7 hrs going south, 7- 8 hrs going north",Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c52c0215e40e4c23bb3628a0c00be39c.aspx,https://www.doc.govt.nz/link/c832a31eb1ec48d9a46bb760d9859c92.aspx,12/2/2025 8:31:17 AM,1807892.84410258,5500635.80640299
705064,Manawatu Gorge Track,"Walk through native bush, enjoy scenic views and experience native wildlife only a short distance from Palmerston North. ",Easy,3 - 5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6e9b9b2aa1864e508be32066faa59732.jpg,https://www.doc.govt.nz/link/519a19df8ec348e4a60c48cd03e5bcab.aspx,12/2/2025 8:31:17 AM,1838717.3003054,5532200.20220705
705065,Ballance Loop Track,This is an easy loop walk through bush a short distance from Palmerston North - it's a good option for families with children.,Easiest,15-30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/64963c82d4784834b2cbbc56eceeeec7.jpg,https://www.doc.govt.nz/link/a042714923b64acc8f802274d92a5b7f.aspx,12/2/2025 8:31:17 AM,1839325.63570548,5530727.08080719
705066,Maketawa Hut Circuit,"This is a good day or overnight tramp, with fantastic views of Taranaki Maunga from Maketawa Hut.",Advanced,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/acbead9dc29a4a639003335d24913f5e.jpg,https://www.doc.govt.nz/link/783d1723468e4bf18c5124dce506f1a5.aspx,12/2/2025 8:31:17 AM,1694680.80050004,5651382.08110077
705067,Makarora Valley Track,"Experienced trampers can walk to the 4-bunk Makarora Hut, taking in the Stewart Falls along the way.",Advanced,5-7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ab146932452c47bdb1edb3c2f185b6d1.aspx,https://www.doc.govt.nz/link/fb9e61243b364141bdcca718cab54325.aspx,12/2/2025 8:31:16 AM,1310042.97798522,5106327.38764865
705068,Main Ridge Track,"Tangihua Main Ridge is a rough track, which follows the main ridge through thick vegetation. The views from the track are very rewarding on a clear day.",Advanced,2 - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d3da870de4444244b604e08c6cd2402f.jpg,https://www.doc.govt.nz/link/519c8fa6db16441ebfdb0a2c97fe3fff.aspx,12/2/2025 8:31:16 AM,1702381.77030005,6028594.28960038
705069,Mahoenui Track,Walk alongside the Awakino River to Leitch's Hut.,Advanced,8 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4e28f7f07d043f3b76cf0756bfc7217.jpg,https://www.doc.govt.nz/link/0991a2f7d8ba4e72a75513a0daa9a51d.aspx,12/2/2025 8:31:16 AM,1757619.96290055,5740889.43140087
